path,lang,prob,text
sound_0000362.mp3,tr,0.338,Savaş çantalım işin
sound_0000363.mp3,ru,0.547,Кагор?
sound_0000364.mp3,en,0.485,
sound_0000365.mp3,la,0.596,"Kagore, likeore, shampanski, avg, doa, arta avgimamen."
sound_0000366.mp3,en,0.124,Boscatian Nakawu
sound_0000367.mp3,ru,0.768,"Не плохо бы выпить лимонада. Пива ситро минеральной воды. А в жарной лимонад, баганы ситро минералом"
sound_0000368.mp3,ru,0.368,что рафа дуэм.
sound_0000369.mp3,de,0.270,"2 kg Mamen, 4 Feds Abar"
sound_0000370.mp3,ru,0.553,"Сэшфэдейконт Фейжоног, Фолдаруаржен. А ты реш me отсюда 2 кг."
sound_0000371.mp3,ru,0.566,оба швом и швом.
sound_0000372.mp3,kk,0.234,өнғанық өт ұұтін ұр үтін ұраң құқ Jie қың ұті өм қық өті ұлін өйқ өтің өң қың.
sound_0000373.mp3,lt,0.421,Čiši sesiskatų sardelka tu kilogrammaman avar.
sound_0000374.mp3,ru,0.423,Савар концертал.
sound_0000375.mp3,en,0.392,I
sound_0000376.mp3,he,0.907,‫המחמא איש סיג...
sound_0000377.mp3,ja,0.650,ディザイコンセルフト
sound_0000378.mp3,ru,0.648,"Дальше, дырчатые консервы. Дай мне банку, две, три банки, говяжих консервов."
sound_0000379.mp3,uk,0.414,"Штура зі заеконт, концерфта. Рибних концервів. Касаджі концерфта."
sound_0000380.mp3,ar,0.682,سوف أرغب في الطوم
sound_0000381.mp3,az,0.221,"Makhma işək hükkələt qafətdər, humat qafətdər."
sound_0000382.mp3,tr,0.268,"Avırmaman Yük Aropka, duvuşa da..."
sound_0000383.mp3,tr,0.116,"Savr, krupa, ta'wam, iş..."
sound_0000384.mp3,cs,0.213,"kg, prence, jeho grupa."
sound_0000385.mp3,pl,0.164,Sarwom i...
sound_0000386.mp3,ro,0.195,"S-a varmă a mân, două și adă, fons și adăgrăm."
sound_0000387.mp3,ru,0.748,шоколадного масла.
sound_0000388.mp3,ar,0.749,ويقشر
sound_0000389.mp3,he,0.369,עכשיו שרת תו אגנו
sound_0000390.mp3,nl,0.279,Wij zwaar zijn nog dacht.
sound_0000391.mp3,ru,0.874,"На леймне сюда два литра молока, если вместеца. Дуалитерамамы, Аршер-Арка, Кадзе, Бас."
sound_0000392.mp3,ar,0.537,ورون جالاً ديك سخطوام إش
sound_0000393.mp3,ru,0.426,Жуаржен Ирон Уоливыхта.
sound_0000394.mp3,ka,0.175,Avar maman da hoorzachai kilairdag kila mairdag komšite. A lücji. Aksincata. Vi nagrada. Šanavširta.
sound_0000395.mp3,bg,0.477,кардото. Пърсиков. Алтал...
sound_0000396.mp3,de,0.947,Fattgutte!
sound_0000397.mp3,tr,0.596,Hacı varzın harbiz.
sound_0000398.mp3,en,0.255,Have a good day.
sound_0000399.mp3,sq,0.403,"Ravdi iš mama m'am, šil goi mađe, še valono midekak zau mađe."
sound_0000400.mp3,ru,0.231,с расшудом.
sound_0000401.mp3,de,0.769,man von der Balkanen Schau-Kastion.
sound_0000402.mp3,ru,0.271,"Мамма Гашкадол, мора, костюм, хуждарфи."
sound_0000403.mp3,de,0.559,2000.
sound_0000404.mp3,tr,0.301,
sound_0000405.mp3,hy,0.236,t нас. Then she said to my mother that God is the King of human beings. O henchmen! VADes
sound_0000406.mp3,ru,0.223,Сайору кушен халов. Жалдаг.
sound_0000407.mp3,ru,0.422,"Дуа, Арта, Кабалмамин, Шау, Урш, Андах, Аварь."
sound_0000408.mp3,de,0.980,die Fähnen marmen kann.
sound_0000409.mp3,lt,0.197,Nelgojmaį maį kūchma žantė.
sound_0000410.mp3,ro,0.484,de gățul ștăr să-mi parțe.
sound_0000411.mp3,ru,0.687,Шарбаттен
sound_0000412.mp3,ar,0.326,شرد جونق اخدار شوم
sound_0000413.mp3,ru,0.821,Зимний оба.
sound_0000414.mp3,fr,0.282,Je m'agonne.
sound_0000415.mp3,ru,0.165,Манка вы 2 флитра. Батинки. Батинка ты. Сопоги.
sound_0000416.mp3,ar,0.766,ساور كماس دقاء
sound_0000417.mp3,ar,0.428,ومن قوة جيب فيشت قمس شرده ونقابعين
sound_0000418.mp3,ar,0.343,سأسأكما ستشكوم تنظر بخيضا
sound_0000419.mp3,en,0.312,"La Puyan Maman, La Varen."
sound_0000420.mp3,de,0.234,Regeln.
sound_0000421.mp3,bg,0.326,Пъргашил го и маган.
sound_0000422.mp3,ru,0.517,"Расштаббищ кары Нолгой Маган. Я хочу купить подарок по дороже, подешевле. Манфанды Женарлдер, Ашланд"
sound_0000423.mp3,tr,0.595,"Kutdam kaşığı, aslı var, kşk olazağ uakgag..."
sound_0000424.mp3,en,0.659,
sound_0000425.mp3,fa,0.368,و آگورت قوه خزارادوم تا وارت دکانی ایش
sound_0000426.mp3,ru,0.418,"Жагалтая забух, хрх, балханин. Дай мне шесть ложек, ножей, вилок, из нержавеющей стали. А в армамин,"
sound_0000427.mp3,ru,0.589,Честь первой театр.
sound_0000428.mp3,ru,0.838,Васитинский.
sound_0000429.mp3,ru,0.716,русский русский
sound_0000430.mp3,ru,0.906,"Ждя, ажуа, хонон ирон в Уршак-Драммунтеатрмы. Что идет сегодня в Асетинском? Русском?"
sound_0000431.mp3,fr,0.695,Abonne et...
sound_0000432.mp3,ar,0.734,ورون ورشاج
sound_0000433.mp3,fr,0.268,"C'est ça, on..."
sound_0000434.mp3,de,0.805,Manfande ist Iron Spectre.
sound_0000435.mp3,ro,0.320,Sine fost a aceea piersă.
sound_0000436.mp3,ar,0.262,دجرد مفاصد يسبب اكتقر
sound_0000437.mp3,lt,0.370,Fasarai nagdiramaturgi jei savar piesate švartą teatr.
sound_0000438.mp3,ru,0.575,Как раз что-де?
sound_0000439.mp3,uk,0.526,Чи виронхуждар драматург? Какий п'єси он написал? Савар п'єсати не фищати.
sound_0000440.mp3,bg,0.217,Шмахма националон опира. Оперун театр
sound_0000441.mp3,bg,0.270,"Чайковски оперъй Евгений, а не гиноам, а върто..."
sound_0000442.mp3,en,0.396,Neggin.
sound_0000443.mp3,ru,0.613,Ленский татианой Ольгае-партин
sound_0000444.mp3,tr,0.456,Son son mut... ijar...
sound_0000445.mp3,ru,0.386,Райшум операмо.
sound_0000446.mp3,fr,0.667,"Allez, tout le monde !"
sound_0000447.mp3,de,0.347,Man von der Balletmobakaschen.
sound_0000448.mp3,ru,0.759,Чего? Усер. Салис.
sound_0000449.mp3,ro,0.540,si ui asa balirina.
sound_0000450.mp3,ro,0.366,Juletai partii cicaf.
sound_0000451.mp3,pl,0.299,Chorz na kaffe.
sound_0000452.mp3,tr,0.608,Zerdiety amağım kafçı ansam
sound_0000453.mp3,kk,0.349,"Қанң familiar өйін ақ celle два әңдір құңан, отгеін зітен өйғен қүң әң өйін қсөйін бұпті өйін өйін ө"
sound_0000454.mp3,tr,0.617,Majardama tınk savuyo ansan burali.
sound_0000455.mp3,ar,0.259,وانسامب لكان سرطون اشفيتون مشكوية كي
sound_0000456.mp3,pl,0.417,As artistem Jem Gag Kamaju
sound_0000457.mp3,lt,0.446,šaira grūlų čia kažia.
sound_0000458.mp3,ru,0.217,"Варышей Адамон, артистом Чилы. Далантливы, талантливая актриса, актёр. Курдеатчен артист, артистка У"
sound_0000459.mp3,lv,0.142,Sao aktiš asipiesie.
sound_0000460.mp3,de,0.563,Futsag
sound_0000461.mp3,de,0.753,Akt faszisch.
sound_0000462.mp3,lv,0.284,Sauminutu uzanis antrakt.
sound_0000463.mp3,de,0.197,"Beleise ich dann, wo fährt man?"
sound_0000464.mp3,tr,0.895,Don bana zıçtım.
sound_0000465.mp3,tr,0.808,Bu unugumu akışlıştım.
sound_0000466.mp3,kk,0.404,қартық кәгзанғырң ңытсахта ң сон на бінеті өрсахшам.
sound_0000467.mp3,hr,0.176,Savor program i žiran.
sound_0000468.mp3,tr,0.497,Kanser'den sürkan.
sound_0000469.mp3,tr,0.293,"Programı momen, avır."
sound_0000470.mp3,tr,0.168,Arçastırın
sound_0000471.mp3,ar,0.321,دريجور
sound_0000472.mp3,ru,0.380,"Пиктакля, фильма."
sound_0000473.mp3,fr,0.300,les spectacles qui ne œillent.
sound_0000474.mp3,de,0.567,"Man fand ich hier rund Adam Eiver, die mir bei schon geworfen."
sound_0000475.mp3,ru,0.326,экспонаты.
sound_0000476.mp3,de,0.662,"hin im Marmen, kann Ragon-Eiverde Expanatter."
sound_0000477.mp3,az,0.549,Əsıx qazar Ərkətiktur əsıxomat əg amar əşşod.
sound_0000478.mp3,az,0.354,Əsı qazar arqitikturə majardəma
sound_0000479.mp3,uk,0.201,Майдердама не са...
sound_0000480.mp3,de,0.411,"Man fande Bajon Gauven, Iran Skulptarte, wasmstehmen."
sound_0000481.mp3,la,0.191,"Kamanfelder Archkhanes, nirgon Iron Skulptartai. Čia eta skulptura. Kaiu asa skulptura. Mnien raviţa"
sound_0000482.mp3,bg,0.305,"Каме си фиенен, балханен ирон в ганжите, ва смештен."
sound_0000483.mp3,hi,0.371,кто after?
sound_0000484.mp3,ro,0.195,asină vă părtrete aftar
sound_0000485.mp3,bg,0.249,Време шардава ирон автартенъфти репродукцията.
sound_0000486.mp3,tr,0.346,Dajar da mı tıklar kasınlık gönceti kuştuk tasağınız?
sound_0000487.mp3,tr,0.290,"Manfendi, İron Adam onları, Gönag."
sound_0000488.mp3,ar,0.108,حوش كنون of distance
sound_0000489.mp3,el,0.363,βάς βκινό.
sound_0000490.mp3,bg,0.801,билет тъдър райщо.
sound_0000491.mp3,sq,0.329,Da jardama facidis kino nub.
sound_0000492.mp3,ru,0.244,салкинете отришь уагорати.
sound_0000493.mp3,ja,0.819,カムソウキノノ
sound_0000494.mp3,ro,0.300,Camis am kineti atr.
sound_0000495.mp3,lv,0.377,Savar muzētāvam išām.
sound_0000496.mp3,he,0.634,המחמי
sound_0000497.mp3,pl,0.351,historią Muzeum.
sound_0000498.mp3,tr,0.399,
sound_0000499.mp3,ru,0.579,Музи
sound_0000500.mp3,en,0.532,
sound_0000501.mp3,ru,0.871,"Мы хочу, хотим пойти в музей краеведине. Ман Махфанды, бастоженан музейма, басаун. Где находится дом"
sound_0000502.mp3,lt,0.422,Nertą kairą štai žiūrą savar ravdäštite įštite.
sound_0000503.mp3,ru,0.934,промышлен он равдость.
sound_0000504.mp3,ar,0.482,مشكويا نركون عيواد رافضش فتاي
sound_0000505.mp3,de,0.659,Man fand die Zirkmobassung.
sound_0000506.mp3,pt,0.171,"Seis, aboncê-lhe."
sound_0000507.mp3,ar,0.278,سوى موت صغير قمام
sound_0000508.mp3,tr,0.353,"Tamam, iş tır."
sound_0000509.mp3,ro,0.419,i-r-on de guită să cași să știi
sound_0000510.mp3,cy,0.127,i'r ond i gyd deim yn tân y baldu sydd.
sound_0000511.mp3,tr,0.650,Dajar'da mı fası dıştı?
sound_0000512.mp3,tr,0.530,Amanen tınık fasıdıştı majarda mı? Iron Ciggy'de.
sound_0000513.mp3,hy,0.153,"しまخ �فாBRIC impaired, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"
sound_0000514.mp3,tr,0.219,"Savrk, ortağım, iş..."
sound_0000515.mp3,ru,0.265,танцевой линей.
sound_0000516.mp3,ru,0.564,жарит драмон порт.
sound_0000517.mp3,he,0.529,שמרחן וחימת איש ארקיסטר
sound_0000518.mp3,ar,0.407,وخيقا برشاة راجع مونق
sound_0000519.mp3,bg,0.341,Кадвому за ни кащите и жар.
sound_0000520.mp3,lt,0.573,"Vragasauvom bilyyet t fisherman Daimni, 1. 2. 3. 4 bilėta Vamfitiater... ...V.]Partėr... ...vložu..."
sound_0000521.mp3,ar,0.542,سيار
sound_0000522.mp3,ru,0.620,билет.
sound_0000523.mp3,ru,0.602,Часть первая.
sound_0000524.mp3,he,0.657,ששה אחר גונצי
sound_0000525.mp3,ru,0.510,
sound_0000526.mp3,fa,0.637,ساش آخر گون زینادم ایش
sound_0000527.mp3,fa,0.398,ساور شرماگند آخرگون زیندتم اش آخرگون زیندم اش
sound_0000528.mp3,lt,0.276,Savrškola kaštfadė.
sound_0000529.mp3,lt,0.196,Sa var škola kašt faci...
sound_0000530.mp3,ka,0.341,وَبِنَونْتَيْوَالْدَرْ أَخْرْغَونْ زِنَادْ كَمَ اِشْ
sound_0000531.mp3,ar,0.507,ساور آخرادون كابخندم إشي
sound_0000532.mp3,ro,0.186,"Așdân flălogon, technicon, historiun, flăsofon neu cătă când idat."
sound_0000533.mp3,ru,0.318,"кандидатов, докторов, наук. В аинституте университета техникам, солнауката кандидата, докторта и шам"
sound_0000534.mp3,ar,0.254,ويجن جنط أخر جنط
sound_0000535.mp3,ar,0.309,جند جونتر اخر جند ومتحيو
sound_0000536.mp3,ru,0.370,Республика и университет и ш...
sound_0000537.mp3,bg,0.283,"Савър института, техникунта, колледжталам."
sound_0000538.mp3,tr,0.397,Kasrani Man Fande
sound_0000539.mp3,de,0.883,Fähnen. Paz.
sound_0000540.mp3,ar,0.410,سهر دون ونزلون
sound_0000541.mp3,de,0.228,Medizin und Akadiemi.
sound_0000542.mp3,ka,0.232,"Kakhon, metallurgan, insta..."
sound_0000543.mp3,en,0.139,Gu Manitaron and Masalaam.
sound_0000544.mp3,tr,0.585,sallum irtal
sound_0000545.mp3,fr,0.412,de l'institut.
sound_0000546.mp3,ru,0.538,финансовоэкономический коллед.
sound_0000547.mp3,fr,0.257,Finançon économique en collège.
sound_0000548.mp3,de,0.260,Medizinon College
sound_0000549.mp3,ru,0.798,"медицинскую академию, торговоэкономический технику, бажарадон, экономиком технику, какие предметы на"
sound_0000550.mp3,bg,0.268,Савър фактите и ще...
sound_0000551.mp3,ru,0.306,ОПЕДАГОГОН институты.
sound_0000552.mp3,ru,0.830,техниками.
sound_0000553.mp3,la,0.424,institute universitierte technikum geologon fakultet ish.
sound_0000554.mp3,la,0.326,"Manfand, Basaun, Physi-Kamatimatikum, Arzon, Geographyon, Facultetma. Ja učuusi na historika filolog"
sound_0000555.mp3,sq,0.152,"Kass, ka'fidre'ye kursi"
sound_0000556.mp3,de,0.714,Das ist kurschen.
sound_0000557.mp3,lt,0.461,"turšiak, nėmssak, anglišiak, aš žiadži kafiedrajo."
sound_0000558.mp3,sq,0.297,Sa'a-va'r Ka'fedrata-is ua institute.
sound_0000559.mp3,yi,0.265,"כמנ, מח, פנד, בארגורון, ירון, עבד, עמליטירה, תורי, כפי, דרי, כשת'י, מנ..."
sound_0000560.mp3,en,0.489,salt student is
sound_0000561.mp3,fr,0.602,institoute université.
sound_0000562.mp3,ru,0.308,"вовы, педагогон, медицинон, хохон металлургон, каувонхазарадон, инженерон, арестадон, инстинкт."
sound_0000563.mp3,ru,0.552,"Савар Адамахаттейлом, ахорканинс, студенты. Сайхоржу студенты с арт-сарт."
sound_0000564.mp3,de,0.672,Die PND ist schon ...
sound_0000565.mp3,en,0.384,NARS EASYN NATION STEEP END
sound_0000566.mp3,ru,0.977,Какая у вас степень?
sound_0000567.mp3,en,0.612,Sushon Fidens Stipe.
sound_0000568.mp3,tr,0.242,stepe andi sonuna işe
sound_0000569.mp3,ar,0.785,فيديك رأيشون وطن بافيزنًا دخاش
sound_0000570.mp3,tr,0.209,burada çıldırtmış today. Bu videoyu beğenmeyi izlemediğiniz için teşekkürler.
sound_0000571.mp3,ru,0.969,курса штут. Какие дисциплины включены в программ?
sound_0000572.mp3,yi,0.166,"ס'ו'ר דיסציפלינת החשט, ערסודשט' פצג, דקג, ערטקג, ס'ו'רם, פנסם כוס'ו..."
sound_0000573.mp3,ru,0.468,4. Пятам курси вашего факультета
sound_0000574.mp3,ar,0.663,أجى حرقاً فتسغم دكغم كورس
sound_0000575.mp3,ar,0.570,لكتر نمى أرباسدي
sound_0000576.mp3,de,0.470,Zall legt sie um ich ab und...
sound_0000577.mp3,en,0.513,
sound_0000578.mp3,de,0.275,"Abon mach mich arthe, sep par lekt sich."
sound_0000579.mp3,lt,0.298,Nėmysag anglišag žagai Jiron Adam
sound_0000580.mp3,it,0.216,storia fisica.
sound_0000581.mp3,tr,0.941,Kös al di toru innam uzani...
sound_0000582.mp3,de,0.476,legt sie!
sound_0000583.mp3,ar,0.229,سال اخرغنى اودي توري
sound_0000584.mp3,he,0.841,"משאם, שומח מה..."
sound_0000585.mp3,tr,0.155,"Anır takkanım, um uzani lekzi."
sound_0000586.mp3,tr,0.208,Dö... Am... Dö... Am...
sound_0000587.mp3,ru,0.413,Сараны сарыши.
sound_0000588.mp3,he,0.116,כסראנש ויימצרם
sound_0000589.mp3,de,0.482,"Man macht von dir, wie im Saranfänin."
sound_0000590.mp3,uk,0.778,"«Ал, а де імадісери Амзарани» – Ю УАТИ У вас, наверное, сама обслуживання в общині?"
sound_0000591.mp3,lt,0.318,kad aras arsiduointernat
sound_0000592.mp3,uk,0.499,"Убліки, інтернатів."
sound_0000593.mp3,lt,0.247,"Savr, fadat, iš švolat dana."
sound_0000594.mp3,ru,0.764,"Мои дети, мой сын, моя дочь учится в интернате. Мащу Валата, Мафорт, Макчужк, Ахур Канинс, интернет."
sound_0000595.mp3,pt,0.225,
sound_0000596.mp3,ru,0.710,вращаг. Нет.
sound_0000597.mp3,ar,0.205,نمسغ
sound_0000598.mp3,ru,0.209,Лиша.
sound_0000599.mp3,ar,0.838,أفزاد آخر جنق
sound_0000600.mp3,ru,0.945,"предмет дэттыш. Я хочу, мы хотим видеть преподаватели школы вуза. Ман-Мах-Фандефенен, школа и вузы а"
sound_0000601.mp3,tr,0.543,"Kasıran iş, uyeşk olan..."
sound_0000602.mp3,ps,0.284,کس افجاجل آخر کنود او اشکولاي
sound_0000603.mp3,ru,0.626,Историй Геога.
sound_0000604.mp3,ar,0.453,و أم إنتاجه
sound_0000605.mp3,ru,0.258,Дмитта.
sound_0000606.mp3,ar,0.480,ومعوم اخر كننس فشاري ناج
sound_0000607.mp3,ar,0.338,فشاري نقف ذاق
sound_0000608.mp3,ru,0.924,"Уехалай! Я изучаю? Мы изучаем немецкий, английский, французский язык. Есть ли вашимся?"
sound_0000609.mp3,ar,0.232,كسك اللاشة اخر قانش
sound_0000610.mp3,ru,0.753,"в оклаше сал ахорганина дью ищ. Я хочу, мы хотим посм…"
sound_0000611.mp3,ru,0.789,Потрить ваши классы.
sound_0000612.mp3,ro,0.370,programă-și coole.
sound_0000613.mp3,pl,0.517,ruchu niemiecką języku.
sound_0000614.mp3,ru,0.272,в ржаг нем саг в жаде истории физикой программы им.
sound_0000615.mp3,ru,0.647,"Клашу, Кома"
sound_0000616.mp3,tr,0.264,Bala donkuştuti planim.
sound_0000617.mp3,af,0.242,en daar program mee.
sound_0000618.mp3,ru,0.177,"И, в школе, а хорганинах-то шарды-кани-култы кудар витан."
sound_0000619.mp3,az,0.149,"Tənik hır, əştəm biş, əvz"
sound_0000620.mp3,ru,0.619,"Это мой бывший ученик, я горжусь. Мы маждеры охоргани негу, аж зы шарыштердан."
sound_0000621.mp3,ro,0.499,Abonul am salurat cei
sound_0000622.mp3,ru,0.139,"Мог ручма, оба."
sound_0000623.mp3,de,0.182,"Physik, Mathematik und Urohkmal."
sound_0000624.mp3,ar,0.250,دوركت شخر كودة
sound_0000625.mp3,en,0.588,What bubble of?
sound_0000626.mp3,lt,0.509,Vosži volat jų buldar školama saunas
sound_0000627.mp3,ka,0.418,"Школа мачі не сао, ахам, а вдаже зид, аж тешаже зид, шволе таом, іш..."
sound_0000628.mp3,ru,0.350,"Валапу, ваше жиг. Солона Саунс."
sound_0000629.mp3,ro,0.135,scoala ma
sound_0000630.mp3,ru,0.683,Волопу...
sound_0000631.mp3,ar,0.265,يخي في جردار شكولة
sound_0000632.mp3,ja,0.640,そうなさったかね
sound_0000633.mp3,ru,0.799,"Волопу, у очежь, ехай уроктом. Ваш сын."
sound_0000634.mp3,ru,0.660,"Волопу, вовчешг, на оху..."
sound_0000635.mp3,ru,0.262,
sound_0000636.mp3,lt,0.377,"Arbasu, dyrektrma, anchāškaninma."
sound_0000637.mp3,ru,0.693,"Уоллапуин, уочешган, а горбивый ращит на харсканинканут хазаркуштитал. Я охрой, фахуждарканантау. По"
sound_0000638.mp3,ru,0.439,за чётом и шассы сесть.
sound_0000639.mp3,de,0.289,Savor-Examen-Thäum-Isss
sound_0000640.mp3,ru,0.170,"Кадатыш экзамен, зачёт."
sound_0000641.mp3,pt,0.188,"Fose estude, exame inte la verte."
sound_0000642.mp3,ru,0.560,и юны корон. Какой ты оценку получил на экзамене?
sound_0000643.mp3,tr,0.235,"Tınk kurs, çiğdetti, apat, examin tedir."
sound_0000644.mp3,ru,0.530,"экзамен, экзамента хоржка и роттай, роттат, уйтахай. Большой конкурс на феологический факультет. Шта"
sound_0000645.mp3,ro,0.414,Caduamraidea-i ziștă căniculță.
sound_0000646.mp3,ro,0.595,S-aș văzăște o canicunte.
sound_0000647.mp3,ar,0.351,قام كد رويته
sound_0000648.mp3,sq,0.346,Arvitem markavis d'Akanikulte.
sound_0000649.mp3,lt,0.337,"Mūri. Žkani kultra šteį asauznan, maškuma, balgarima, gendžižma."
sound_0000650.mp3,uk,0.697,Швалити сахар...
sound_0000651.mp3,ru,0.403,Радону вам ищ.
sound_0000652.mp3,ar,0.291,من فنده ملأبي شوالتسخراده مرأة
sound_0000653.mp3,ru,0.895,Сал Ажизыда и Шанс Швалотта Сахара Донна Как ведет себя мой ребенок? Машивалон ехий Кудар Вы очень в
sound_0000654.mp3,ar,0.363,
sound_0000655.mp3,ru,0.895,"О институте техникумы, экзаментом садтоганом курсета ищ. Каков срок обучения на курсах? Саш ахоркано"
sound_0000656.mp3,ar,0.175,أجهر كنه عفيس تقوش تت
sound_0000657.mp3,tr,0.520,"Personalon, computertı, apiratırtı, sattaganın kursutı."
sound_0000658.mp3,sv,0.233,Iron fri-
sound_0000659.mp3,ro,0.274,Nu știu-te o asmăștei să te-i și o abii...
sound_0000660.mp3,ru,0.557,для тейкаи.
sound_0000661.mp3,sq,0.161,Bildu hukur i amoghodma у- deck fila
sound_0000662.mp3,lt,0.433,"įmantau į pūškinai činak. Vesmas šievgeni aniegin. Kostą chieta gūrovo, asytin skai lira. Kieta kata"
sound_0000663.mp3,de,0.343,köschen donn
sound_0000664.mp3,en,0.548,Come E.
sound_0000665.mp3,he,0.429,"כששחת דווקושי, קשן זו..."
sound_0000666.mp3,cs,0.432,"Mách důdě, a se aře farony. Patřívka máme návar."
sound_0000667.mp3,ru,0.961,оптика лекарства. Где ближайшая оптика? Комич хасштагдер оптика.
sound_0000668.mp3,fa,0.268,شرنیجه گبنیج خوش
sound_0000669.mp3,en,0.612,BUM BUM BUM
sound_0000670.mp3,en,0.685,
sound_0000671.mp3,fr,0.166,Je ne sais pas où c'est.
sound_0000672.mp3,en,0.194,You
sound_0000673.mp3,ru,0.915,едой.
sound_0000674.mp3,ar,0.857,خرد راجم
sound_0000675.mp3,bg,0.537,Харда фашта.
sound_0000676.mp3,ar,0.147,أسرد
sound_0000677.mp3,de,0.294,Und es hat man ganz schön was zu tun.
sound_0000678.mp3,ar,0.590,ساج با فيدي نقوه
sound_0000679.mp3,ar,0.219,رنشن
sound_0000680.mp3,de,0.336,dann
sound_0000681.mp3,ru,0.217,ренчану.
sound_0000682.mp3,ar,0.339,وي نرسح لربون مخي
sound_0000683.mp3,he,0.956,"יחי, תשמנאי."
sound_0000684.mp3,de,0.969,Die kann riesigenen.
sound_0000685.mp3,de,0.900,auf die Köln reitet.
sound_0000686.mp3,ru,0.803,сердце желудок ух...
sound_0000687.mp3,fr,0.215,Zou !
sound_0000688.mp3,az,0.292,"Məşar, Jardı, Aqşan, Kuş, Kortı, Dəndək'tə Ağaşı'tı."
sound_0000689.mp3,bg,0.302,и е сащите рищен с и е сащите
sound_0000690.mp3,en,0.451,Thank you.
sound_0000691.mp3,ar,0.272,ويجرد خطف
sound_0000692.mp3,ru,0.584,садарища.
sound_0000693.mp3,en,0.394,I'm rich.
sound_0000694.mp3,lt,0.340,da gerštara laši.
sound_0000695.mp3,it,0.127,Ula
sound_0000696.mp3,en,0.389,of Moulef.
sound_0000697.mp3,ru,0.344,
sound_0000698.mp3,tr,0.379,Harga kutkanı...
sound_0000699.mp3,tr,0.605,"Daşarlar işi, zi-"
sound_0000700.mp3,ar,0.409,ساور خسقا نيش تيرنشا نول
sound_0000701.mp3,fr,0.200,d'ici
sound_0000702.mp3,la,0.392,"Rājdarni kushat tū biurkulosei, tīfai, gobanijei, tafša gai miningitei."
sound_0000703.mp3,en,0.458,Compris
sound_0000704.mp3,tr,0.939,"Oldun, iş kanın kavur."
sound_0000705.mp3,tr,0.693,Yasaf'ın babası dayı.
sound_0000706.mp3,ru,0.943,"Тебе ему необходима операция? Ничего серьезного у тебя нет, ничего серьезного у него нет."
sound_0000707.mp3,tr,0.247,alaşın kovu
sound_0000708.mp3,en,0.557,Thank you.
sound_0000709.mp3,fr,0.667,T'y as ?
sound_0000710.mp3,ro,0.403,Nirmada Nirmai-Rancin-Donei Rafa-Shi
sound_0000711.mp3,ru,0.205,"Ренчендонидын, Ренчендонийн, Хочда Рузан."
sound_0000712.mp3,ru,0.936,В больнице карантин посетители не принимаем. Ранчандоны карантинни. Ранчанд форстит и медома на ваза
sound_0000713.mp3,de,0.151,der war kauer renchendon ist
sound_0000714.mp3,az,0.337,Doktrmamam arbakan da qorca qay
sound_0000715.mp3,az,0.300,Kamsar döktürük.
sound_0000716.mp3,he,0.287,כשאחת פקושה דוחטר
sound_0000717.mp3,de,0.872,Man von der im Machiefähnen können...
sound_0000718.mp3,ar,0.195,ترى بيفة
sound_0000719.mp3,ru,0.862,"Хирурган, Невропотологан, Гинни коллаган, Акулистан, Сащиты-то Дохтеран, Стамотологан, Дандакты Дохт"
