topic	row	note	audio	russian	ossetian
61. Ч.1. Булочные изделия	9	групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	буханку черного хлеба.	иу буханкӕ сау дзул.
61. Ч.1. Булочные изделия	10	групповая привязка осетинских клипов — сверить на слух	sound/0015.mp3	пачку печенья.	иу пачкӕ печен итӕ.
61. Ч.1. Булочные изделия	11	варианты в исходном PDF — сверить по Whisper/на слух	sound/0017.mp3	Завернуть их?	Батухон ҁӕ?
61. Ч.1. Булочные изделия	13	групповая привязка осетинских клипов — сверить на слух	sound/0019.mp3	Нет, спасибо, я их положу в сумку.	Нӕ хъӕуы, буз ныг, сум кӕйы ҁӕ нывӕр дзынӕн.
61. Ч.10. Фрукты	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Дай мне, пожалуйста, полкило…	Авӕр-ма мын, дӕ хорзӕхӕй, килойы ʼрдӕг…
61. Ч.10. Фрукты	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Дай мне, пожалуйста, полтора килограмма...	Авӕр-ма мын, дӕ хорзӕхӕй, кило ʼмӕ ӕрдӕг…
61. Ч.10. Фрукты	3	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	груш.	кӕрдотӕ.
61. Ч.10. Фрукты	5	групповая привязка осетинских клипов — сверить на слух	sound/0012.mp3	Я люблю арбуз.	Ӕз уарзын харбыз.
61. Ч.2. Варенье, повидло, сахар	2	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	клубничное варенье?	Ӕрыскъӕфы вареннӕ уӕм ис?
61. Ч.2. Варенье, повидло, сахар	3	групповая привязка осетинских клипов — сверить на слух	sound/0011.mp3	Дай мне один килограмм кускового сахара.	Авӕр-ма мын иу килограмм къӕрт сӕкӕр.
61. Ч.2. Варенье, повидло, сахар	4	групповая привязка осетинских клипов — сверить на слух	sound/0012.mp3	Дай мне пять килограмм кускового сахара.	Авӕр-ма мын фондз килограммы къӕрт сӕкӕр.
61. Ч.3. Вино, напитки	2	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Дай мне три бутылки шампанского.	Шампанскийы ӕртӕ авджы-ма мын авӕр.
61. Ч.3. Вино, напитки	5	групповая привязка осетинских клипов — сверить на слух	sound/0011.mp3	выпить минеральной воды.	минералон дон бануазын.
61. Ч.3. Вино, напитки	6	групповая привязка осетинских клипов — сверить на слух	sound/0012.mp3	Пойдем, я тебя угощу свежим осетинским пивом.	Цом, ӕз дӕ ногконд ирон бӕгӕныйӕ хорз фенон.
61. Ч.4. Мясо, колбасы	2	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Взвесь мне два килограмма говядины.	Дыууӕ килограммы-ма мын стуры фыд абар.
61. Ч.4. Мясо, колбасы	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Я шашлык больше люблю из баранины.	Ӕз фысы фыдӕй конд физонӕг фылдӕр уарзын.
61. Ч.4. Мясо, колбасы	4	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	У вас есть колбаса?	Къалбас уӕм ис?
61. Ч.4. Мясо, колбасы	5	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Я бы хотел полкилограмма не очень жирной колбасы.	Мӕн хъӕуы, тынг нард чи нӕ уа, ахӕм къалбас килограммы ӕрдӕг.
61. Ч.4. Мясо, колбасы	6	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	один килограмм сосисок.	Сосискӕты килограмм-ма мын авӕр.
61. Ч.5. Консервы	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	У нас есть…	Махмӕ ис..
61. Ч.5. Консервы	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	мясные консервы.	дзидзайы консервтӕ.
61. Ч.5. Консервы	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	рыбные консервы.	кӕсаджы консервтӕ.
61. Ч.6. Конфеты	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	У нас есть и шоколадные, и простые конфеты.	Махмӕ ис шоколад къафеттӕ дӕр, хуымӕтӕг къафеттӕ дӕр.
61. Ч.6. Конфеты	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Дай мне...	Авӕр-ма мын...
61. Ч.6. Конфеты	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	коробку	иу къаробкӕ...
61. Ч.6. Конфеты	5	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	двести граммов,	дыууӕс ӕдӕ граммы,
61. Ч.7. Крупа	2	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	килограмм пшена.	килограмм еу уы кърупа.
61. Ч.8. Масло	2	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Дай мне пятьсот граммов…	Авӕр-ма мын фондзсӕдӕ граммы…
61. Ч.8. Масло	3	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	шоколадного масла.	шоколад хӕццӕ нӕлхӕ.
61. Ч.9. Молоко, сметана, сыр	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	61. Ч.9. Молоко,	сметана, сыр
61. Ч.9. Молоко, сметана, сыр	3	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	У вас есть молоко в бутылках?	Ӕвгты конд ӕхсыр уӕм ис?
61. Ч.9. Молоко, сметана, сыр	4	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	У вас есть сливки в бутылках?	Ӕвгты конд ӕхсырысӕртӕ уӕм ис?
61. Ч.9. Молоко, сметана, сыр	5	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	У вас есть осетинский сыр?	Ирон цыхт уӕм ис?
62. Ч.1. Одежда	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	62. Промышленные	товары. Ч.1. Одежда.
62. Ч.1. Одежда	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Дай мне…	Авӕр-ма мын…
62. Ч.1. Одежда	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Покажи мне…	Равдис-ма мӕм…
62. Ч.1. Одежда	4	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Какая красивая…	Цы рӕсугъд у…
62. Ч.1. Одежда	6	групповая привязка осетинских клипов — сверить на слух	sound/0011.mp3	По-моему, тебе больше подойдет коричневый костюм.	Мӕнмӕ гӕсгӕ дыл морӕ костюм хуыздӕр фидаудзӕн.
62. Ч.1. Одежда	7	групповая привязка осетинских клипов — сверить на слух	sound/0012.mp3	Можно примерить это пальто?	Ацы пальто мӕ уӕлӕ акӕнон?
62. Ч.1. Одежда	8	групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	Покажите мне вон…	Равдис-ма мӕм уартӕ…
62. Ч.1. Одежда	9	групповая привязка осетинских клипов — сверить на слух	sound/0018.mp3	Сколько стоят рабочие брюки?	Цӕй аргъ у кусӕн хӕлаф?
62. Ч.1. Одежда	10	групповая привязка осетинских клипов — сверить на слух	sound/0019.mp3	Сколько стоит шелковая сорочка?	Цӕй аргъ у зӕлдаг хӕдон?
62. Ч.2. Галантерея	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Дай мне две катушки черных ниток.	Дыууӕ къӕбӕлы-ма мын сау ӕндах авӕр.
62. Ч.2. Галантерея	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Дай мне три катушки белых ниток.	Ӕртӕ къӕбӕлы-ма мын ур с ӕндах авӕр.
62. Ч.2. Галантерея	3	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	мужские носовые платки.	нӕлгоймаджы къухмӕрзӕнтӕ.
62. Ч.2. Галантерея	4	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	маленькие пуговицы.	гыццыл цӕппӕртӕ.
62. Ч.2. Галантерея	5	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	чулки посветлей.	фӕлур сдӕр цъындатӕ.
62. Ч.3. Обувь	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Нет ли у вас летней обуви?	Сӕрдыгон къахыдарӕс уӕм нӕй?
62. Ч.3. Обувь	3	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Нет ли у вас детской обуви?	Сывӕллоны къахыдарӕс уӕм нӕй?
62. Ч.3. Обувь	4	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Мне нужны…	Мӕн хъӕуы…
62. Ч.4. Ткани	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Я хочу ситец на летнее платье.	Мӕн хъӕуы джиппӕй фыст хъуымац сӕрдыгон къабайӕн.
63. Подарки	2	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	для молодой женщины.	Ӕрыгон сылгоймагӕн-ма мын…
63. Подарки	3	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	для пожилой женщины.	Ацӕргӕ сылгоймагӕн-ма мын…
63. Подарки	5	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	Я хочу…	Мӕн фӕнды…
63. Хозяйственные товары	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	63. Ч.1. Хозяйственные	товары
63. Хозяйственные товары	2	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	У вас в городе есть хозяйственный магазин?	Уӕ гортӕты хӕдзарадон товарты дукани ис?
63. Хозяйственные товары	3	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	купить пилу.	хырх балхӕнын.
63. Хозяйственные товары	4	групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	… из нержавеющей стали.	… згӕ чи нӕ кӕны, ахӕм ӕндонӕй.
64. Ч.1. Театр	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	64. Зрелищные и	культурные учреждения
64. Ч.1. Театр	2	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Я приглашаю тебя в осетинский драматический театр.	Ӕз дӕ хонын ирон драмон театрмӕ.
64. Ч.1. Театр	3	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Я приглашаю вас в русский драматический театр.	Ӕз уӕ хонын уырыссаг драмон театрмӕ.
64. Ч.1. Театр	4	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	в русском театре?	Абон уырыссаг театры цы цӕуы?
64. Ч.1. Театр	5	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	в кукольном театре?	Абон кук латы театры цы цӕуы?
64. Ч.1. Театр	6	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	в музыкальном театре?	Абон музыкалон театры цы цӕуы?
64. Ч.1. Театр	10	групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	Какие пьесы из русской драматургии поставил театр за последнее время?	Уырыссаг драматургийӕ цавӕр пьесӕтӕ сӕвӕрдта театр фӕстаг рӕстӕджы?
64. Ч.1. Театр	11	групповая привязка осетинских клипов — сверить на слух	sound/0014.mp3	Какие пьесы из зарубежной драматургии поставил театр за последнее время?	Фӕсарӕйнаг драматургийӕ цавӕр пьесӕтӕ сӕвӕрдта театр фӕстаг рӕстӕджы?
64. Ч.1. Театр	12	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0015.mp3	Кто лучший осетинский драматург?	Чи у ирон хуыздӕр драматург?
64. Ч.10. Дирижер	1	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Кто дирижирует оркестром?	Оркестрӕн дирижерчиу?
64. Ч.10. Дирижер	2	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Кто дирижирует хором?	Хорӕн дирижерчиу?
64. Ч.11. Режиссер	1	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Кто режиссер театра?	Теа тры режиссер чи у?
64. Ч.11. Режиссер	2	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Кто режиссер спектакля?	Спек таклы режиссер чи у?
64. Ч.12. Искусство	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Я хочу познакомиться с искусством осетинского народа.	Мӕн фӕнды ирон адӕмы аивадимӕ базонгӕ уӕвын.
64. Ч.12. Искусство	2	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Покажи мне экспонаты искусства.	Фен ын-ма мын кӕн аивады экспонаттӕ.
64. Ч.12. Искусство	3	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Покажи нам экспонаты древнего искусства.	Фен ын-ма нын кӕн рагон аивады экспонаттӕ.
64. Ч.13. Архитектура	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Мне нравится архитектура этого здания.	Ацы хӕдзары архитектурӕ мӕ зӕрдӕмӕ цӕуы.
64. Ч.13. Архитектура	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Мне не нравится архитектура этого здания.	Ацы хӕдзары архитектурӕ мӕ зӕрдӕмӕ нӕ цӕуы.
64. Ч.14. Скульптура	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Кого ты более всего ценишь из современных осетинских скульпторов.	Кӕмӕн фылдӕр аргъ кӕныс нырыккон ирон скульптортӕй?
64. Ч.15. Живопись	1	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Где можно посмотреть произведения осетинской живописи?	Кӕм ис фенӕн ирон нывгӕнджыты уацмыстӕ?
64. Ч.15. Живопись	2	варианты в исходном PDF — сверить по Whisper/на слух	sound/0002.mp3	Кто автор этой картины?	Ацы нывы автор чи у?
64. Ч.15. Живопись	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Где можно приобрести репродукции картин осетинских авторов?	Кӕм ссардӕуа ирон авторты нывты репродукцитӕ?
64. Ч.15. Живопись	4	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Дай мне репродукции картин осетинских авторов.	Авӕр-ма мын ирон авторты нывты репродукцитӕ.
64. Ч.16. Художник	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Произведения какого художника тебе больше нравятся?	Дӕ зӕрдӕмӕ тынгдӕр кӕцы нывгӕнджыты куыстытӕ цӕуынц?
64. Ч.16. Художник	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Я хочу посмотреть картины народного художника Осетии	Мӕн фӕнды ирон адӕмон нывгӕнӕг
64. Ч.17. Кино	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Сегодня идет интересная кинокартина.	Абон хорз киноныв ӕвдисынц.
64. Ч.17. Кино	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Я приглашаю тебя в кино.	Киномӕ дӕ хонын ӕз.
64. Ч.17. Кино	3	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Я и билеты взял.	Билеттӕ дӕр райстон.
64. Ч.17. Кино	4	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Тебе понравилась кинокартина?	Дӕ зӕрдӕмӕ фӕцыдис киноныв?
64. Ч.18. Музей	1	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Какие у вас здесь музеи?	Цавӕр музейтӕ уӕм ис ам
64. Ч.18. Музей	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	У нас есть...	Махмӕ ис…
64. Ч.18. Музей	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	исторический музей.	историон музей
64. Ч.18. Музей	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	музей краеведения.	бӕстӕз онӕн музей.
64. Ч.18. Музей	6	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	А что это такое?	Мӕнӕ уый та цы у?
64. Ч.19. Выставка	2	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	промышленную выставку.	промышленон равдыст.
64. Ч.19. Выставка	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Ты видел в Москве выставку современного искусства?	Мӕскуыйы нырыккон аивады равдыст фед тай?
64. Ч.2. Опера	1	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	У вас есть национальная опера?	Сымахмӕ националон оперӕ ис?
64. Ч.2. Опера	4	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	партию Ленского?	Ленскийы парти?
64. Ч.2. Опера	5	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	Пойдем вечером на оперу.	Цом изӕры оперӕмӕ.
64. Ч.2. Опера	6	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	Пойдемте завтра на оперу.	Цомут райсом оперӕмӕ.
64. Ч.20. Цирк	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Пойдем в цирк	Цом циркмӕ.
64. Ч.20. Цирк	7	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	Понравились тебе осетинские джигиты?	Дӕ зӕрдӕмӕ фӕцыдысты ирон джигиттӕ?
64. Ч.20. Цирк	8	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	Мне очень понравились осетинские джигиты.	Мӕнӕн тынг фӕцыдысты мӕ зӕрдӕмӕ ирон джигиттӕ.
64. Ч.21. Самодеятельность	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	У вас имеются на фабрике кружки художественной самодеятельности?	Сымахмӕ фабрикӕйы хихъӕппӕрисады аивадон къордтӕ ис?
64. Ч.21. Самодеятельность	3	варианты в исходном PDF — сверить по Whisper/на слух	sound/0003.mp3	У нас имеется…	Махмӕ ис…
64. Ч.21. Самодеятельность	4	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	хоровой кружок.	зарджыты къорд.
64. Ч.21. Самодеятельность	5	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	У вас есть свой оркестр?	Сымахӕн уӕхимӕ ис оркестр?
64. Ч.21. Самодеятельность	7	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	Когда у вас будет вечер танцев?	Кӕд уӕм уыдзӕни хъазтизӕр.
64. Ч.3. Балет	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Кто этот солист?	Чи у ацы солист?
64. Ч.3. Балет	4	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Кто эта балерина?	Чи у ацы балеринӕ?
64. Ч.3. Балет	5	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Кто танцует партию Джульетты?	Джульеттӕйы парти чи кафы?
64. Ч.3. Балет	6	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	Неважно танцует.	Хорз нӕ кафы.
64. Ч.4. Ансамбль	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Я хочу посмотреть выступление осетинского ансамбля песни и танца.	Мӕн фӕнды ирон зарӕггӕнджыты ӕмӕ кафджыты ансамбльмӕ бакӕсын.
64. Ч.4. Ансамбль	4	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Концерт вашего ансамбля я видел в Москве.	Уӕ ансамблы концерт уын ӕз фед тон Мӕскуыйы.
64. Ч.6. Артист	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Кто у вас народный артист России? талантливый актер. талантливая актриса.	Уӕрӕсейы адӕмон артист уӕм чи у? Кур диатджын артист у. Кур диатджын артисткӕ у.
64. Ч.7. Акт	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Первый акт кончился?	Фыццаг акт фӕцис?
64. Ч.7. Акт	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Который акт кончился?	Кӕцы акт фӕцис?
64. Ч.8. Антракт	2	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	зайдем в буфет.	бауайдзыстӕм буф етмӕ.
64. Ч.8. Антракт	3	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	выпьем воды.	дон баназдзыстӕм.
64. Ч.8. Антракт	4	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	выйдем на улицу.	уынгмӕ акӕсдзыстӕм.
64. Ч.8. Антракт	5	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Прозвенел третий звонок, идем занимать свои места.	Ӕртыккаг дзӕнгӕрӕг ныццагъта, цом нӕ бынӕттӕ ӕрцахсӕм.
64. Ч.9. Программа	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Какая программа вечера?	Цавӕр программӕ ис изӕрӕн?
64. Ч.9. Программа	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Какая программа концерта?	Цавӕр программӕ ис концертӕн?
65. Ч.1. Образование	2	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Какое у тебя образование?	Цас ахуыргонд дӕм ис?
65. Ч.1. Образование	3	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Какое у него образование?	Цас ахуыргонд ӕм ис?
65. Ч.1. Образование	4	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Какое специальное образование имеешь?	Цавӕр сӕрмагонд ахуыргонддзинад дӕм ис?
65. Ч.1. Образование	5	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Какое специальное образование имеет?	Цавӕр сӕрмагонд ахуыргонддзинад ӕм ис?
65. Ч.1. Образование	6	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	Какое ты учебное заведение окончил?	Цавӕр скола каст фӕдӕ?
65. Ч.1. Образование	7	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	Какое он учебное заведение окончил?	Цавӕр скола каст фӕци?
65. Ч.10. Лекция	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	У нас сегодня три лекции.	Абон махмӕ ис ӕртӕ лекцийы.
65. Ч.10. Лекция	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	У нас сегодня четыре лекции.	Абон махмӕ ис цыппар лекцийы.
65. Ч.10. Лекция	4	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	по русскому языку?	уырыссаг ӕвзагӕй?
65. Ч.10. Лекция	5	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	по английскому языку?	нем ыцаг ӕвзагӕй.
65. Ч.10. Лекция	6	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	по истории?	историйӕ?
65. Ч.11. Аудитория	1	варианты в исходном PDF — сверить по Whisper/на слух	sound/0001.mp3	В какой аудитории будет лекция?	Кӕцы аудиторийы уыдзӕнис лекци?
65. Ч.11. Аудитория	2	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Сколько здесь учебных аудиторий?	Цал ахуыргӕнӕн аудиторийы ис ам?
65. Ч.11. Аудитория	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	На сколько мест рассчитана эта аудитория?	Цал адӕймаджы бынат дзы ис ацы аудиторийы?
65. Ч.11. Аудитория	5	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Сейчас у нас там будет лекция.	Ныртӕккӕ нӕм уым уыдзӕни лекци.
65. Ч.12. Общежитие	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Ты в общежитии живешь?	Ды ӕмдзӕрӕны цӕрыс?
65. Ч.12. Общежитие	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Мне хочется посмотреть ваше общежитие.	Мӕн фӕнды уе ʼмдзӕрӕн фенын.
65. Ч.12. Общежитие	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Сколько человек живет…	Цал адӕймаджы цӕры…
65. Ч.12. Общежитие	5	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	в общежитии?	ӕмдзӕрӕны?
65. Ч.13. Интернат	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Когда был организован ваш интернат?	Кӕд арӕзт ӕрцыд уӕ интернат?
65. Ч.13. Интернат	2	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	у вас в районе?	Уӕ районы бирӕ интернаттӕ ис?
