topic	row	note	audio	russian	ossetian
65. Ч.13. Интернат	3	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	Какие условия имеют дети…	Цавӕр фадӕттӕ ис сывӕллӕтӕн
65. Ч.13. Интернат	4	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	для учебы в интернате?	интернаты ахуыр кӕынынӕн?
65. Ч.14. Преподаватель	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Я преподаватель….	Ӕз дӕн…
65. Ч.14. Преподаватель	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	русского языка.	уырыссаг ӕвзаджы ахуыргӕнӕг.
65. Ч.14. Преподаватель	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	немецкого языка.	нем ыцаг ӕвзаджы ахуыргӕнӕг.
65. Ч.14. Преподаватель	5	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Я хочу видеть преподавателей школы.	Мӕн фӕнды фенын скъолайы ахуыргӕнджыты.
65. Ч.14. Преподаватель	6	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	немецкого языка.	нем ыцаг ӕвзаджы ахуыргӕнӕгимӕ.
65. Ч.15. Школа	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	С какого класса изучают у вас иностранный язык?	Кӕцы къласӕй фӕстӕмӕ уӕм ахуыр кӕнынц фӕсарӕйнаг ӕвзаг?
65. Ч.15. Школа	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Какой иностранный язык изучают у вас в школе?	Цавӕр фӕсарӕйнаг ӕвзаг ахуыр кӕнынц уе скъолайы?
65. Ч.15. Школа	5	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Я изучаю…	Ӕз ахуыр кӕнын…
65. Ч.15. Школа	6	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Мы изучаем…	Мах ахуыр кӕнӕм…
65. Ч.15. Школа	7	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	немецкий язык.	нем ыцаг ӕвзаг.
65. Ч.15. Школа	8	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	Есть ли в вашем селе вечерняя школа?	Уӕ хъӕуы изӕрон скъола ис?
65. Ч.16. Класс	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Я хочу хотим посмотреть ваши классы.	Мӕн фӕнды уӕ кълӕстӕ фенын.
65. Ч.17. Программа, план	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	65. Ч.17. Программа,	план
65. Ч.17. Программа, план	2	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	программой по истории.	историйы программӕимӕ.
65. Ч.17. Программа, план	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	планом воспитательной работы школы.	скъолайы хъомыладон куысты пъланимӕ.
65. Ч.17. Программа, план	4	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	планом воспитательной работы класса.	къласы куысты пъланимӕ.
65. Ч.17. Программа, план	5	групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	У нас другая программа.	Махмӕ ӕндӕр программӕ ис.
65. Ч.17. Программа, план	6	групповая привязка осетинских клипов — сверить на слух	sound/0014.mp3	У нас другой план.	Махмӕ ӕндӕр план ис.
65. Ч.18. Ученик	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Как проводят летние каникулы ученики вашей школы?	Уе скъолайы ахуыргӕнинӕгтӕ сӕрды каникултӕ куыд ӕрвитынц?
65. Ч.18. Ученик	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Сколько учеников у вас учатся…	Цал скъоладзауы уӕм ахуыр кӕны…
65. Ч.18. Ученик	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	на «хорошо»?	хорз?
65. Ч.18. Ученик	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	на «отлично»?	тынг хорз?
65. Ч.18. Ученик	6	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	Это мой бывший ученик.	Уый мӕ раздӕры ахуыргӕнинаг у.
65. Ч.18. Ученик	7	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	Я горжусь им.	Ӕз дзы сӕрыстыр дӕн.
65. Ч.19. Урок	3	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Я хотел бы зайти…	Мӕн фӕнды бацӕуын…
65. Ч.19. Урок	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	на урок осетинского языка.	ирон ӕвзаджы урокмӕ.
65. Ч.19. Урок	5	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	на урок физики.	физикӕйы урокмӕ.
65. Ч.19. Урок	7	групповая привязка осетинских клипов — сверить на слух	sound/0012.mp3	Тогда отдохни.	Уӕд баулӕф.
65. Ч.2. Ученый	2	групповая привязка осетинских клипов — сверить на слух	sound/0014.mp3	технических наук.	Ӕз дӕн тех никон наукӕты кандидат.
65. Ч.2. Ученый	3	групповая привязка осетинских клипов — сверить на слух	sound/0019.mp3	Сколько у вас в университете докторов наук?	Уӕ ун иверситеты цал наукӕты докторы ис?
65. Ч.20. Разговор с родителями	2	групповая привязка осетинских клипов — сверить на слух	sound/0015.mp3	Есть у вас семилетние дети, которые не ходят в школу?	Скъоламӕ чи нӕ цӕуы, ахӕм авдаздзыд сывӕлӕттӕ уӕм ис?
65. Ч.20. Разговор с родителями	3	групповая привязка осетинских клипов — сверить на слух	sound/0016.mp3	Есть у вас восемнадцатилетние дети, которые не ходят в школу?	Скъоламӕ чи нӕ цӕуы, ахӕм ӕстдӕсаздзыд сывӕлӕттӕ уӕм ис?
65. Ч.20. Разговор с родителями	4	групповая привязка осетинских клипов — сверить на слух	sound/0017.mp3	Почему ваш сын, ваша дочь не ходят в школу?	Уӕ лӕппу, уӕ чызг цӕуылнӕ цӕуынц скъоламӕ?
65. Ч.20. Разговор с родителями	5	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0018.mp3	Ваш сын плохо ведет себя в школе.	Уӕ лӕппу йӕхи ӕвзӕр дары скъолайы.
65. Ч.20. Разговор с родителями	6	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0019.mp3	Почему ваш сын не готовится к урокам?	Цӕуылнӕ цӕттӕ кӕны уӕ лӕппу йӕхиур октӕм?
65. Ч.20. Разговор с родителями	7	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0020.mp3	Ваш сын не занимается и плохо ведет себя.	Уӕ лӕппу нӕ ахуыр кӕны, стӕй ӕвзӕр дары йӕхи.
65. Ч.20. Разговор с родителями	8	групповая привязка осетинских клипов — сверить на слух	sound/0021.mp3	Зайдите в школу к директору поговорить.	Скъоламӕ-ма ӕрбацу директормӕ аныхас кӕнынмӕ.
65. Ч.20. Разговор с родителями	9	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0022.mp3	Не слишком ли много отнимаете времени у вашего сына домашними работами?	Уӕ лӕппуйӕн ӕгӕр бирӕ рӕстӕг нӕ хардз кӕнын кӕнут хӕдзары куыстытыл?
65. Ч.20. Разговор с родителями	10	групповая привязка осетинских клипов — сверить на слух	sound/0023.mp3	Ему надо подтянуться.	Йӕ ахуыр ӕй фӕхуыздӕр кӕнын хъӕуы.
65. Ч.20. Разговор с родителями	11	групповая привязка осетинских клипов — сверить на слух	sound/0024.mp3	Почему ваш сын, ваша дочь больше не ходят в школу?	Уӕ фырт, уӕ чызг цӕуылнӕ уал цӕуынц скъоламӕ?
65. Ч.20. Разговор с родителями	12	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0025.mp3	Ваш сын хорошо занимается. Я им доволен.	Уӕ лӕппу хорз ахуыр кӕны. Ӕз дзы разы дӕн.
65. Ч.20. Разговор с родителями	13	групповая привязка осетинских клипов — сверить на слух	sound/0026.mp3	Как здоровье вашего сына?	Уӕ лӕппуйы ӕнӕниздзинад куыд у?
65. Ч.21. Экзамен, зачет, конкурс	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	65. Ч.21. Экзамен,	зачет, конкурс
65. Ч.21. Экзамен, зачет, конкурс	2	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Какие у вас экзамены?	Цавӕр экзаментӕ уӕм ис?
65. Ч.21. Экзамен, зачет, конкурс	3	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	Кто на «отлично» сдает все экзамены?	Тынг хорз чи дӕтты ӕппӕт экзаментӕ дӕр?
65. Ч.21. Экзамен, зачет, конкурс	4	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	Поздравляю тебя с успешной сдачей экзамена.	Арфӕ дын кӕнын, экзамен хорз кӕй радтай, уый тыххӕй.
65. Ч.21. Экзамен, зачет, конкурс	6	групповая привязка осетинских клипов — сверить на слух	sound/0017.mp3	большой конкурс.	стыр конкурс ис.
65. Ч.21. Экзамен, зачет, конкурс	7	групповая привязка осетинских клипов — сверить на слух	sound/0018.mp3	небольшой конкурс.	гыццыл конкурс ис.
65. Ч.22. Каникулы	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Когда у вас начнутся каникулы?	Кӕд уӕм райдайдзысты каникултӕ?
65. Ч.22. Каникулы	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Сколько времени будут ваши каникулы?	Цас уыдызсты уӕ каникултӕ?
65. Ч.22. Каникулы	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Где ты проводишь каникулы?	Кӕм ӕр витыс дӕ каникултӕ?
65. Ч.22. Каникулы	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Как ты думаешь провести каникулы?	Куыд авитынмӕ хъавыс дӕ каникултӕ?
65. Ч.22. Каникулы	5	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Я во время каникул поеду в Москву.	Ӕз каникулты рӕстӕджы ацӕудзынӕн Мӕскуымӕ.
65. Ч.23. Детский сад	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	65. Ч.23. Детский	сад
65. Ч.23. Детский сад	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	У вас есть детский сад?	Сывӕлллӕты цӕхӕрадон уӕм ис?
65. Ч.23. Детский сад	5	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Вы очень внимательны к нашим детям.	Сымах тынг зӕрдиагӕй кӕсут нӕ сывӕллӕттӕм.
65. Ч.23. Детский сад	6	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	Вы не очень внимательны к нашим детям.	Сымах тынг зӕрдиагӕй нӕ кӕсут нӕ сывӕллттӕм.
65. Ч.24. Курсы	1	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Есть ли при вашем институте подготовительные курсы?	Уӕ институты экзаментӕм цӕттӕгӕнӕн курсытӕ ис?
65. Ч.24. Курсы	2	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Я учусь…	Ӕз ахуыр кӕнын…
65. Ч.24. Курсы	3	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	на курсах по подготовке офисных работников.	офисты кусджытӕ цӕттӕгӕнӕн курсыты.
65. Ч.24. Курсы	4	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	на курсах по подготовке операторов персональных компьютеров.	персоналон компьютерты оператортӕ цӕттӕгӕнӕн курсыты.
65. Ч.25. Библиотека	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Можно у вас получить книгу на неделю?	Къуырийы ӕмгъуыдмӕ уӕм ис чиныг райсӕн?
65. Ч.25. Библиотека	5	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Можно у вас получить книгу на две недели?	Дыууӕ къуырийы ӕмгъуыдмӕ уӕм ис чиныг райсӕн?
65. Ч.25. Библиотека	6	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Мне нужно произведение Пушкина «Евгений Онегин».	Мӕн хъӕуы Пуш кины уацмыс «Евгений Онегин».
65. Ч.26. Читальня	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	В какие часы работает читальный зал?	Кӕцы сахӕтты фӕкусы кӕсӕн зал?
65. Ч.26. Читальня	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Дай мне подшивку газеты «Растдзинад» за этот год.	Газет «Рӕстдзинад»-ы ацы азы подшивкӕ-ма мын авӕр.
65. Ч.26. Читальня	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Дай мне подшивку журнала «Мах Дуг» за прошлый год.	Журнал «Мах дуджы» фароны подшивкӕ-ма мын авӕр.
65. Ч.4. Факультет	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Какие факультеты есть…	Цавӕр факультеттӕ ис…
65. Ч.4. Факультет	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	в вашем педагогическом институте?	уӕ пед агогон институты?
65. Ч.4. Факультет	3	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	… геологический факультет?	… геологион факультет ис?
65. Ч.4. Факультет	4	групповая привязка осетинских клипов — сверить на слух	sound/0012.mp3	естественно-географический факультет.	ӕрдзон-географион факультетмӕ.
65. Ч.5. Кафедра	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Я работаю…	Ӕз кусын…
65. Ч.5. Кафедра	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	на кафедре русского языка.	уырыссаг ӕвзаджы кафедрӕйы.
65. Ч.5. Кафедра	4	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Какие кафедры имеются у вас в институте?	Цавӕр кафедрӕтӕ ис уӕ институты?
65. Ч.5. Кафедра	5	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	Я хочу хотим познакомиться с работами кафедры осетинского языка и литературы.	Мӕн фӕнды базонгӕ уӕвын ирон ӕвзаг ӕмӕ литератур ӕйы кафедрӕйы куыстытимӕ.
65. Ч.6. Студент	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Сколько студентов…	Цал студенты ис…
65. Ч.6. Студент	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	в вашем институте?	уӕ институты?
65. Ч.6. Студент	3	групповая привязка осетинских клипов — сверить на слух	sound/0011.mp3	университета.	ун иверситеьы студент.
65. Ч.6. Студент	4	варианты в исходном PDF — сверить по Whisper/на слух	sound/0013.mp3	До чего хороша студенческая жизнь!	Цӕй хорз у студен ты цард!
65. Ч.7. Стипендия	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Я получаю стипендию.	Ӕз исын стипенди.
65. Ч.7. Стипендия	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Я не получаю стипендию.	Ӕз нӕ исын стипенди.
65. Ч.7. Стипендия	6	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	Кто у вас получает повышенную стипендию?	Чи уӕм исы уӕлдӕргонд стиенди?
65. Ч.7. Стипендия	7	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	Я получаю персональную стипендию.	Ӕз исын персоналон стипенди.
65. Ч.8. Курс	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	На каком ты курсе?	Кӕцы курс дӕ?
65. Ч.8. Курс	2	групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	На каком вы курсе?	Кӕцы курсы стут?
65. Ч.8. Курс	3	групповая привязка осетинских клипов — сверить на слух	sound/0009.mp3	Сколько групп…	Цал къорды ис…
65. Ч.8. Курс	4	групповая привязка осетинских клипов — сверить на слух	sound/0010.mp3	на первом курсе…	уӕ факультеты фыццӕгӕм курсы?
65. Ч.8. Курс	5	групповая привязка осетинских клипов — сверить на слух	sound/0011.mp3	на втором курсе…	уӕ факультеты дыккаг курсы?
65. Ч.8. Курс	6	групповая привязка осетинских клипов — сверить на слух	sound/0016.mp3	Я учусь на первом курсе.	Ӕз ахуыр кӕнын фыццӕгӕм курсы.
65. Ч.9. Лектор	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Как фамилия лектора?	Лек торы мыггаг кӕмӕй у?
65_Ч_3_Институт,_университет,_техникум,_колледж	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	65. Ч.3. Институт, университет,	техникум, колледж.
65_Ч_3_Институт,_университет,_техникум,_колледж	3	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	Где находится…?	Кӕцы ран и…?
65_Ч_3_Институт,_университет,_техникум,_колледж	4	групповая привязка осетинских клипов — сверить на слух	sound/0007.mp3	Я хочу посмотреть…	Мӕн фӕнды фенын…
65_Ч_3_Институт,_университет,_техникум,_колледж	5	групповая привязка осетинских клипов — сверить на слух	sound/0008.mp3	государственный университет.	паддзахадон университет.
65_Ч_3_Институт,_университет,_техникум,_колледж	8	групповая привязка осетинских клипов — сверить на слух	sound/0011.mp3	институт гуманитарных и социальных исследований.	гуманитарон ӕмӕ социалон иртасынӕдты институт.
65_Ч_3_Институт,_университет,_техникум,_колледж	9	групповая привязка осетинских клипов — сверить на слух	sound/0012.mp3	колледж электроники.	электроникӕйы колледж.
65_Ч_3_Институт,_университет,_техникум,_колледж	10	групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	финансово-экономический колледж.	финансон-экономикон колледж.
65_Ч_3_Институт,_университет,_техникум,_колледж	12	групповая привязка осетинских клипов — сверить на слух	sound/0015.mp3	Я хочу поступить в...	Мӕн фӕнды бацӕуын…
65_Ч_3_Институт,_университет,_техникум,_колледж	13	групповая привязка осетинских клипов — сверить на слух	sound/0016.mp3	педагогический институт.	педагогон ннститутмӕ.
65_Ч_3_Институт,_университет,_техникум,_колледж	14	групповая привязка осетинских клипов — сверить на слух	sound/0018.mp3	торгово-экономический техникум.	базарадон-экономикон техникуммӕ.
65_Ч_3_Институт,_университет,_техникум,_колледж	15	групповая привязка осетинских клипов — сверить на слух	sound/0019.mp3	Какие предметы надо сдавать…	Цавӕр предметтӕ дӕттын хъӕуы…
65_Ч_3_Институт,_университет,_техникум,_колледж	16	групповая привязка осетинских клипов — сверить на слух	sound/0020.mp3	в ваш институт?	сымах институтмӕ?
66. Ч.1. Аптека. Лекарства	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	66. МЕДИЦИНСКОЕ Ч.1. Аптека,	ОБСЛУЖИВАНИЕ лекарство
66. Ч.1. Аптека. Лекарства	3	групповая привязка осетинских клипов — сверить на слух	sound/0011.mp3	вата.	бӕмбӕг
66. Ч.1. Аптека. Лекарства	4	групповая привязка осетинских клипов — сверить на слух	sound/0012.mp3	термометр.	тӕвдбарӕн.
66. Ч.1. Аптека. Лекарства	5	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	Как принимать то лекарство?	Куыд нуазгӕ у уыцы хос хос?
66. Ч.1. Аптека. Лекарства	6	групповая привязка осетинских клипов — сверить на слух	sound/0015.mp3	по одному порошку.	иугай порошокгай.
66. Ч.1. Аптека. Лекарства	7	групповая привязка осетинских клипов — сверить на слух	sound/0016.mp3	по десять капель.	дӕсгай ӕртахгай.
66. Ч.1. Аптека. Лекарства	8	групповая привязка осетинских клипов — сверить на слух	sound/0017.mp3	перед едой.	хӕрды размӕ.
66. Ч.1. Аптека. Лекарства	9	групповая привязка осетинских клипов — сверить на слух	sound/0018.mp3	после еды.	хӕрды фӕстӕ.
66. Ч.1. Аптека. Лекарства	10	групповая привязка осетинских клипов — сверить на слух	sound/0019.mp3	по одной чайной ложке.	иугай цайцымӕн уидыгӕй.
66. Ч.2. Болезнь	1	групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Я болен.	Ӕз рынчын дӕн.
66. Ч.2. Болезнь	2	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Он болен.	Уый рынчын у.
66. Ч.2. Болезнь	3	групповая привязка осетинских клипов — сверить на слух	sound/0003.mp3	Я уже несколько дней себя плохо чувствую.	Ӕз ныр цалдӕр боны мӕ чемы нӕ дӕн.
66. Ч.2. Болезнь	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Он уже несколько дней себя плохо чувствует.	Уый ныр цалдӕр боны йӕ чемы нӕй.
66. Ч.2. Болезнь	5	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	Меня знобит, поднялась температура.	Ихӕнриз кӕнын, тӕвд кӕнын райдыдтон.
66. Ч.2. Болезнь	7	групповая привязка осетинских клипов — сверить на слух	sound/0013.mp3	позвоночник.	Мӕ астӕуыстӕг риссы.
66. Ч.2. Болезнь	8	групповая привязка осетинских клипов — сверить на слух	sound/0014.mp3	У меня болят глаза.	Мӕ цӕстытӕ рисссынц.
66. Ч.2. Болезнь	9	групповая привязка осетинских клипов — сверить на слух	sound/0015.mp3	У него болят глаза.	Цӕ цӕстытӕ риссынц.
66. Ч.2. Болезнь	10	групповая привязка осетинских клипов — сверить на слух	sound/0016.mp3	Меня тошнит.	Мӕ зӕрдӕ хӕццӕ кӕны.
66. Ч.2. Болезнь	14	групповая привязка осетинских клипов — сверить на слух	sound/0021.mp3	Дыши. Не дыши.	Ул ӕф. Ма ул ӕф.
66. Ч.2. Болезнь	15	групповая привязка осетинских клипов — сверить на слух	sound/0022.mp3	Приляг.	Ӕрхуысс-ма.
66. Ч.2. Болезнь	17	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0027.mp3	Голова не болит?	Дӕ сӕр нӕ риссы?
66. Ч.2. Болезнь	19	групповая привязка осетинских клипов — сверить на слух	sound/0029.mp3	Не болел ли ты раньше…	Раздӕр никуы садтӕ…
66. Ч.2. Болезнь	20	групповая привязка осетинских клипов — сверить на слух	sound/0030.mp3	туберкулезом?	туберкулёзӕй?
66. Ч.2. Болезнь	21	групповая привязка осетинских клипов — сверить на слух	sound/0033.mp3	малярией?	тӕфсӕгӕй?
66. Ч.2. Болезнь	22	групповая привязка осетинских клипов — сверить на слух	sound/0035.mp3	Тебе нужно сделать компресс.	Компресс дын скӕнын хъӕуы.
66. Ч.2. Болезнь	23	групповая привязка осетинских клипов — сверить на слух	sound/0036.mp3	Ему нужно сделать укол.	Уколы ын скӕнын хъӕуы.
66. Ч.2. Болезнь	26	групповая привязка осетинских клипов — сверить на слух	sound/0040.mp3	Тебе необходима операция.	Операци дын скӕнын хъӕуы ӕнӕмӕнг.
66. Ч.2. Болезнь	27	групповая привязка осетинских клипов — сверить на слух	sound/0042.mp3	Ничего серьезного у тебя нет.	Тӕссагӕй дӕм ницы ис.
66. Ч.2. Болезнь	28	групповая привязка осетинских клипов — сверить на слух	sound/0043.mp3	Ничего серьезного у него нет.	Тӕссагӕй йӕм ницы ис.
66. Ч.3. Больница	1	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0001.mp3	Срочно тебя надо отвезти в больницу.	Ӕвӕстиатӕй дӕ рынчындонмӕ аласын хъӕуы.
66. Ч.3. Больница	2	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0002.mp3	Пока тебя нельзя выписать из больницы.	Нырмадӕ рынчындонӕй рафыссӕн нӕмаис.
66. Ч.3. Больница	3	варианты в исходном PDF — сверить по Whisper/на слух	sound/0003.mp3	Тебе в больнице лучше будет.	Рынчындоны дын хуыздӕр уыдзӕн.
66. Ч.3. Больница	4	варианты в исходном PDF — сверить по Whisper/на слух; групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Скоро тебя выпишем из больницы.	Таргъд дӕ рафысдзыстӕм рынчындонӕй.
66. Ч.3. Больница	5	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	В больнице карантин, посетителей не принимаем.	Рынчындоны карантин и, рынчынфӕрсджты мидӕмӕ нӕ уадзӕм.
66. Ч.4. Врач	1	варианты в исходном PDF — сверить по Whisper/на слух	sound/0001.mp3	Вызовите, пожалуйста, врача.	Дохтыр-ма ӕрбакӕ, дӕ хорзӕхӕй.
66. Ч.4. Врач	4	групповая привязка осетинских клипов — сверить на слух	sound/0004.mp3	Я бы хотел показаться…	Мӕн фӕнды мӕхи фенын кӕнын…
66. Ч.4. Врач	5	групповая привязка осетинских клипов — сверить на слух	sound/0005.mp3	терапевту.	терапев тӕн,
66. Ч.4. Врач	6	групповая привязка осетинских клипов — сверить на слух	sound/0006.mp3	хирургу,	хирур гӕн,
